Income,Kidhome,Teenhome,Recency,NumWebVisitsMonth,Complain,Age,Customer Loyalty,TotalMntSpent,TotalNumPurchases,Total_Acc_Cmp,Children,Partner,Education_Level,Cluster
84835.0,0,0,0,1,0,44,13,1190.0,15.0,1.0,0.0,0,0,3
30372.0,1,1,33,7,0,43,551,44.0,8.0,0.0,2.0,0,0,2
33181.0,1,0,90,6,0,38,177,16.0,4.0,1.0,1.0,1,1,0
71113.0,0,1,95,4,0,57,194,835.0,26.0,0.0,1.0,1,0,1
71952.0,1,0,93,4,0,28,535,1443.0,22.0,2.0,1.0,1,0,3
69759.0,0,0,38,3,0,48,244,1029.0,18.0,1.0,0.0,0,1,1
72099.0,0,0,18,1,0,40,610,1188.0,18.0,0.0,0.0,1,0,3
60000.0,0,1,57,6,0,38,554,1277.0,24.0,0.0,1.0,0,1,3
38643.0,1,1,45,7,0,36,212,49.0,7.0,0.0,2.0,0,0,2
50737.0,0,1,61,6,0,59,414,99.0,7.0,1.0,1.0,1,0,1
68462.0,0,0,6,1,0,45,564,1670.0,15.0,0.0,0.0,1,1,3
65073.0,0,0,65,2,0,71,313,900.0,14.0,0.0,0.0,1,1,1
46681.0,0,2,52,5,0,66,264,425.0,16.0,0.0,2.0,1,1,1
78618.0,0,0,87,2,0,57,639,2153.0,22.0,1.0,0.0,1,0,1
62187.0,0,1,38,4,0,45,99,636.0,21.0,0.0,1.0,0,1,3
28442.0,2,0,53,4,0,36,125,57.0,10.0,0.0,2.0,1,0,0
37717.0,1,0,31,9,0,36,583,25.0,4.0,0.0,1.0,1,1,0
51479.0,1,1,67,7,0,47,548,494.0,22.0,0.0,2.0,1,0,0
54803.0,0,1,65,4,0,45,677,693.0,19.0,0.0,1.0,0,0,2
79530.0,0,0,64,2,0,54,408,1348.0,26.0,0.0,0.0,1,0,1
31615.0,1,0,82,7,0,38,470,51.0,7.0,0.0,1.0,0,0,2
72025.0,0,0,27,3,0,52,589,1932.0,16.0,0.0,0.0,1,0,1
52614.0,0,1,63,8,0,39,575,990.0,16.0,0.0,1.0,0,1,2
35684.0,1,0,66,6,0,30,68,30.0,5.0,0.0,1.0,1,2,0
48178.0,1,1,69,8,0,39,609,254.0,16.0,0.0,2.0,1,0,0
29548.0,1,0,52,4,0,44,304,29.0,5.0,1.0,1.0,0,1,2
63810.0,0,1,45,8,0,48,595,1371.0,23.0,1.0,1.0,0,0,1
38578.0,1,1,2,8,0,42,372,73.0,9.0,1.0,2.0,0,1,2
46098.0,1,1,86,8,0,39,680,120.0,11.0,0.0,2.0,0,1,2
22585.0,0,0,23,9,0,44,468,81.0,5.0,2.0,0.0,0,0,2
30279.0,1,0,13,8,0,25,546,37.0,5.0,0.0,1.0,0,0,2
66426.0,0,1,14,6,0,53,270,1377.0,20.0,0.0,1.0,1,1,1
30822.0,1,0,92,7,0,45,380,51.0,5.0,0.0,1.0,0,0,2
33581.0,2,0,38,8,0,45,537,17.0,4.0,0.0,2.0,1,1,0
19986.0,1,0,74,7,0,29,227,22.0,4.0,0.0,1.0,1,0,0
27421.0,0,0,14,7,0,60,564,324.0,14.0,0.0,0.0,0,0,2
35688.0,2,1,94,8,0,41,676,211.0,16.0,0.0,2.5,1,2,0
36143.0,1,0,33,3,0,33,91,19.0,4.0,0.0,1.0,0,1,2
10245.0,1,0,32,5,0,43,410,41.0,8.0,0.0,1.0,0,0,2
43795.0,0,1,11,7,0,46,256,492.0,17.0,2.0,1.0,1,1,0
63381.0,0,1,78,2,0,54,632,1005.0,26.0,0.0,1.0,1,0,1
38823.0,0,1,56,6,0,65,668,114.0,7.0,0.0,1.0,1,0,1
83664.0,1,1,57,5,0,46,417,1173.0,19.0,0.0,2.0,0,1,3
90300.0,0,0,7,1,0,35,177,1738.0,19.0,1.0,0.0,1,0,3
62499.0,1,0,0,4,0,35,202,222.0,12.0,0.0,1.0,1,1,3
74293.0,0,0,66,2,0,21,56,1127.0,16.0,0.0,0.0,0,0,3
51012.0,0,0,86,6,0,68,437,209.0,10.0,0.0,0.0,1,1,1
70777.0,0,1,80,3,0,46,124,787.0,23.0,0.0,1.0,1,1,3
68682.0,0,0,56,2,0,23,266,1598.0,24.0,0.0,0.0,1,1,3
43824.0,1,1,18,8,0,43,652,186.0,12.0,0.0,2.0,1,0,0
15345.0,1,0,51,8,0,30,667,47.0,6.0,1.0,1.0,1,0,0
23442.0,1,0,71,7,0,27,552,27.0,5.0,0.0,1.0,0,0,2
14515.0,1,0,71,7,0,34,597,96.0,11.0,1.0,1.0,1,2,0
31395.0,1,1,80,6,0,58,463,64.0,10.0,0.0,2.0,0,2,2
75276.0,0,0,2,5,0,49,640,1040.0,23.0,0.0,0.0,1,0,3
42373.0,1,1,83,5,0,40,318,163.0,13.0,0.0,2.0,0,0,2
30507.0,0,0,29,7,0,54,475,343.0,11.0,0.0,0.0,1,0,0
55521.0,1,2,11,7,0,59,250,446.0,24.0,2.0,2.5,0,1,1
48006.0,1,1,55,6,0,49,20,41.0,5.0,0.0,2.0,1,0,0
27213.0,1,0,19,8,0,42,668,70.0,9.0,1.0,1.0,0,1,2
65808.0,1,1,1,6,0,43,30,272.0,14.0,0.0,2.0,0,1,3
30351.0,1,0,19,9,0,40,388,46.0,6.0,0.0,1.0,1,1,0
50437.0,0,2,28,7,0,51,620,490.0,19.0,0.0,2.0,1,0,1
23616.0,1,0,76,8,0,32,589,79.0,8.0,1.0,1.0,0,2,2
53858.0,0,1,50,4,0,38,597,915.0,17.0,0.0,1.0,1,0,0
66465.0,0,1,1,6,0,59,456,1485.0,35.0,1.0,1.0,1,1,1
46923.0,1,0,90,7,0,27,676,369.0,16.0,0.0,1.0,0,0,2
75072.0,0,1,83,3,0,52,522,1073.0,19.0,0.0,1.0,1,0,1
75865.0,0,0,73,1,0,71,90,1242.0,19.0,0.0,0.0,1,1,1
19789.0,1,0,24,5,0,39,221,78.0,9.0,1.0,1.0,1,2,0
80134.0,0,0,11,5,0,20,135,1378.0,21.0,2.5,0.0,1,0,3
91065.0,0,0,33,3,0,33,492,1474.0,26.0,2.5,0.0,0,0,3
49505.0,1,1,4,8,0,43,481,751.0,29.0,0.0,2.0,1,1,0
37401.0,1,0,14,7,0,41,54,48.0,7.0,0.0,1.0,1,1,0
30096.0,1,0,30,6,0,31,38,45.0,6.0,0.0,1.0,1,0,0
18492.0,1,0,75,8,0,32,24,10.0,4.0,0.0,1.0,1,1,0
82584.0,0,0,26,1,0,40,390,1435.0,16.0,2.5,0.0,1,1,3
93027.0,0,0,77,2,0,73,442,2119.0,22.0,1.0,0.0,1,1,1
48686.0,1,2,8,8,0,61,207,20.0,4.0,0.0,2.5,1,0,1
92910.0,0,0,42,1,0,28,66,1795.0,27.0,2.5,0.0,1,0,3
75433.0,1,0,28,6,0,25,85,1188.0,19.0,2.0,1.0,1,0,3
10404.0,1,0,52,5,0,25,56,43.0,7.0,0.0,1.0,1,2,0
61314.0,0,1,1,3,0,46,430,1008.0,24.0,0.0,1.0,1,0,3
84865.0,0,0,1,4,0,53,416,1688.0,16.0,2.5,0.0,0,1,1
42387.0,1,0,42,8,0,25,608,684.0,21.0,0.0,1.0,1,0,0
67309.0,1,1,76,7,0,47,522,1082.0,39.0,0.0,2.0,1,2,3
75236.0,0,1,27,4,0,50,216,1068.0,25.0,0.0,1.0,1,0,1
30015.0,1,0,28,5,0,44,147,57.0,7.0,0.0,1.0,0,0,2
50943.0,0,1,49,5,0,58,373,46.0,5.0,0.0,1.0,1,1,1
67272.0,0,1,12,5,0,48,190,733.0,23.0,0.0,1.0,0,0,3
51529.0,0,1,14,8,0,65,295,467.0,17.0,0.0,1.0,0,1,1
32011.0,1,0,89,7,0,43,311,122.0,10.0,0.0,1.0,1,1,0
7500.0,1,0,96,8,0,28,507,36.0,7.0,0.0,1.0,1,2,0
28691.0,1,0,56,8,0,25,360,34.0,5.0,0.0,1.0,1,0,0
56223.0,0,1,72,4,0,66,191,156.0,10.0,0.0,1.0,1,1,1
18100.0,0,0,14,5,0,68,327,14.0,4.0,0.0,0.0,1,0,1
30279.0,1,0,13,8,0,25,546,37.0,5.0,0.0,1.0,0,0,2
20130.0,0,0,99,8,0,40,104,34.0,5.0,0.0,0.0,1,2,0
23295.0,0,0,72,8,0,55,351,20.0,4.0,0.0,0.0,0,0,2
42618.0,1,0,92,8,0,42,263,192.0,11.0,0.0,1.0,0,1,2
81246.0,0,0,87,1,0,50,182,1379.0,17.0,2.0,0.0,0,0,3
24027.0,1,0,7,8,0,38,385,48.0,7.0,0.0,1.0,1,0,0
55707.0,0,1,91,3,0,61,189,428.0,16.0,0.0,1.0,1,1,1
57959.0,0,1,71,3,0,59,423,868.0,27.0,0.0,1.0,0,0,1
56796.0,0,1,24,7,0,45,498,1001.0,27.0,0.0,1.0,1,0,3
36230.0,1,0,17,5,0,43,255,59.0,7.0,0.0,1.0,0,1,2
70829.0,1,1,87,3,0,34,210,431.0,16.0,0.0,2.0,1,2,3
65991.0,0,1,21,7,0,38,660,971.0,27.0,0.0,1.0,1,0,3
38988.0,1,2,90,8,0,42,678,348.0,19.0,0.0,2.5,1,0,0
89572.0,0,0,44,4,0,48,652,2059.0,24.0,2.5,0.0,0,2,3
42207.0,1,0,71,6,0,30,454,265.0,14.0,2.0,1.0,1,1,0
50300.0,0,1,52,2,0,62,35,270.0,13.0,0.0,1.0,1,0,1
66664.0,0,0,78,3,0,32,642,1289.0,19.0,0.0,0.0,1,2,3
60597.0,0,1,2,7,0,50,179,893.0,16.0,2.0,1.0,1,0,1
70165.0,0,0,60,1,0,65,280,926.0,22.0,0.0,0.0,0,0,1
50520.0,0,1,25,6,0,56,152,135.0,9.0,0.0,1.0,0,1,1
80124.0,0,0,47,1,0,51,3,1495.0,19.0,1.0,0.0,1,0,1
33183.0,1,0,46,7,0,39,125,120.0,9.0,0.0,1.0,1,0,0
66582.0,0,0,83,1,0,45,118,1288.0,20.0,0.0,0.0,0,1,3
75261.0,0,0,17,2,0,59,432,1743.0,17.0,2.5,0.0,1,1,1
31880.0,1,0,13,8,0,44,606,15.0,4.0,0.0,1.0,0,0,2
53790.0,0,2,86,6,0,63,115,542.0,20.0,0.0,2.0,1,0,1
49269.0,1,0,92,7,0,43,683,890.0,25.0,0.0,1.0,1,1,0
61456.0,0,1,47,4,0,39,459,1388.0,33.0,0.0,1.0,1,0,3
37406.0,1,0,18,8,0,34,262,17.0,4.0,1.0,1.0,1,0,0
56937.0,1,0,81,6,0,33,694,906.0,30.0,2.0,1.0,1,1,3
38415.0,1,1,91,7,0,36,543,44.0,6.0,0.0,2.0,1,0,0
20518.0,1,0,58,5,0,26,42,25.0,5.0,0.0,1.0,0,0,2
62503.0,0,1,40,5,0,58,496,973.0,26.0,0.0,1.0,1,0,1
41644.0,1,1,67,3,0,42,51,31.0,6.0,0.0,2.0,0,1,2
55842.0,0,1,19,5,0,37,37,518.0,17.0,0.0,1.0,1,1,3
62010.0,0,1,93,5,0,42,614,530.0,19.0,0.0,1.0,1,1,3
41124.0,1,0,41,8,0,37,606,506.0,21.0,0.0,1.0,1,0,0
38961.0,1,0,60,7,0,41,181,70.0,6.0,0.0,1.0,1,1,0
37760.0,1,0,54,6,0,42,322,54.0,6.0,0.0,1.0,0,1,2
32233.0,1,0,26,9,0,40,679,296.0,12.0,2.0,1.0,0,0,2
43057.0,0,1,30,5,0,39,242,266.0,15.0,0.0,1.0,1,0,0
83151.0,0,0,93,3,0,54,627,747.0,19.0,0.0,0.0,1,1,1
78825.0,0,0,35,3,0,50,653,895.0,29.0,1.0,0.0,0,1,1
65104.0,0,1,4,7,0,38,227,1053.0,17.0,0.0,1.0,1,1,3
60093.0,0,1,92,6,0,40,368,735.0,21.0,0.0,1.0,1,0,3
14045.0,1,0,24,7,0,45,154,20.0,5.0,0.0,1.0,1,0,0
28457.0,0,0,96,8,0,62,609,205.0,10.0,0.0,0.0,0,2,2
78952.0,0,1,11,6,0,56,643,2092.0,21.0,0.0,1.0,1,1,1
46310.0,1,0,99,8,0,38,573,309.0,14.0,0.0,1.0,0,0,2
76005.0,0,0,72,6,0,59,492,1722.0,22.0,1.0,0.0,1,0,1
58308.0,0,1,77,8,0,50,533,900.0,15.0,0.0,1.0,0,1,1
55614.0,0,0,85,7,0,70,214,682.0,20.0,1.0,0.0,0,1,1
59432.0,0,1,88,5,0,52,442,663.0,22.0,0.0,1.0,0,1,1
55563.0,0,1,22,3,0,36,85,43.0,6.0,0.0,1.0,0,0,2
78642.0,0,1,83,6,0,43,434,1816.0,18.0,0.0,1.0,1,1,3
67911.0,0,1,63,3,0,65,38,976.0,27.0,0.0,1.0,1,1,1
65275.0,0,0,9,2,0,70,452,746.0,21.0,0.0,0.0,1,0,1
27203.0,1,1,92,8,0,64,692,64.0,6.0,0.0,2.0,1,0,1
48330.0,0,1,2,5,0,53,226,32.0,5.0,0.0,1.0,1,1,1
24279.0,0,0,6,8,0,24,547,263.0,9.0,0.0,0.0,1,2,0
64355.0,1,0,66,8,0,29,674,1445.0,21.0,0.0,1.0,1,1,3
50943.0,0,1,49,5,0,58,373,46.0,5.0,0.0,1.0,1,1,1
53653.0,0,0,29,6,0,61,599,1210.0,28.0,0.0,0.0,0,0,1
65665.0,0,1,77,3,0,38,209,945.0,24.0,0.0,1.0,1,0,3
81217.0,0,0,77,1,0,25,345,1157.0,22.0,0.0,0.0,0,0,3
34935.0,0,0,71,7,0,22,373,137.0,8.0,0.0,0.0,1,0,0
61250.0,0,1,49,5,0,55,560,730.0,25.0,0.0,1.0,0,0,1
39665.0,1,0,97,7,0,33,400,216.0,12.0,1.0,1.0,1,1,0
60152.0,0,1,6,3,0,35,458,943.0,23.0,0.0,1.0,0,0,3
48920.0,0,2,93,7,0,50,252,347.0,16.0,1.0,2.0,1,0,1
89120.0,0,0,78,1,0,55,104,1924.0,19.0,1.0,0.0,1,1,1
44124.0,0,1,62,8,0,68,414,397.0,17.0,0.0,1.0,1,1,1
81169.0,0,0,47,2,0,39,441,2089.0,22.0,0.0,0.0,0,1,3
36443.0,1,1,9,8,0,53,511,138.0,11.0,0.0,2.0,1,0,0
26095.0,1,0,77,7,0,24,364,42.0,5.0,0.0,1.0,0,0,2
71367.0,0,0,24,2,0,55,310,777.0,17.0,0.0,0.0,1,0,1
80184.0,0,0,19,3,0,70,120,1902.0,20.0,2.0,0.0,1,1,1
30630.0,1,1,67,7,0,49,153,52.0,7.0,0.0,2.0,0,0,2
73454.0,0,0,95,5,0,27,120,1651.0,13.0,1.0,0.0,0,1,3
42691.0,0,0,48,5,0,23,317,358.0,13.0,0.0,0.0,1,0,0
70503.0,0,0,73,6,0,61,637,1727.0,16.0,2.0,0.0,1,0,1
25545.0,1,0,35,6,0,27,659,210.0,10.0,1.0,1.0,1,0,0
32880.0,1,0,76,8,0,28,572,42.0,5.0,0.0,1.0,1,0,0
77863.0,0,0,20,2,0,56,214,1291.0,20.0,0.0,0.0,1,1,1
50353.0,0,0,72,3,0,37,21,442.0,15.0,0.0,0.0,1,1,0
61839.0,0,0,20,8,0,50,686,1895.0,17.0,0.0,0.0,0,0,1
49154.0,1,1,69,6,0,54,238,411.0,19.0,0.0,2.0,1,1,1
47682.0,0,1,80,5,0,39,499,521.0,19.0,0.0,1.0,0,2,2
72679.0,0,1,65,1,0,45,284,1168.0,17.0,0.0,1.0,0,0,3
57954.0,1,1,52,7,0,37,11,493.0,23.0,1.0,2.0,1,1,3
65316.0,1,1,65,4,0,52,431,260.0,12.0,0.0,2.0,1,0,1
28567.0,1,0,57,6,0,32,377,46.0,7.0,0.0,1.0,0,0,2
47352.0,0,1,70,7,0,63,444,319.0,16.0,0.0,1.0,1,1,1
44931.0,0,1,0,5,0,47,162,96.0,7.0,0.0,1.0,1,0,0
76982.0,0,0,19,4,0,47,134,1062.0,16.0,2.0,0.0,0,0,3
57247.0,0,1,50,2,0,62,325,232.0,12.0,0.0,1.0,1,2,1
22944.0,1,0,67,7,0,33,188,76.0,9.0,0.0,1.0,0,1,2
25315.0,1,0,46,8,0,37,234,54.0,9.0,0.0,1.0,1,2,0
43638.0,0,1,37,7,0,45,692,201.0,11.0,0.0,1.0,0,0,2
42710.0,1,0,38,6,0,30,578,406.0,14.0,0.0,1.0,0,1,2
84169.0,0,0,9,3,0,32,326,1919.0,20.0,2.5,0.0,1,1,3
54058.0,0,1,56,3,0,38,390,662.0,20.0,0.0,1.0,1,0,0
24683.0,1,0,98,5,0,24,113,41.0,8.0,0.0,1.0,1,2,0
85620.0,0,0,68,1,0,50,173,1600.0,14.0,1.0,0.0,0,0,3
47850.0,1,0,72,6,0,34,208,134.0,8.0,0.0,1.0,1,0,0
19514.0,1,1,47,8,0,46,154,69.0,10.0,2.0,2.0,1,0,0
27159.0,1,1,33,6,0,41,92,21.0,6.0,0.0,2.0,1,1,0
39548.0,1,1,87,3,0,51,90,54.0,7.0,0.0,2.0,0,2,2
21474.0,1,0,0,7,0,25,82,91.0,8.0,2.0,1.0,0,0,2
60504.0,0,1,73,6,0,43,142,526.0,18.0,0.0,1.0,0,1,3
22419.0,0,0,74,8,0,51,437,162.0,8.0,0.0,0.0,1,0,0
81698.0,0,0,4,1,0,65,235,1008.0,25.0,1.0,0.0,1,1,1
43462.0,1,1,50,8,0,62,655,240.0,16.0,0.0,2.0,1,0,1
54880.0,1,0,57,5,0,36,485,795.0,21.0,0.0,1.0,0,1,2
79908.0,0,0,30,2,0,32,450,1772.0,19.0,1.0,0.0,1,0,3
15315.0,0,0,27,5,0,44,330,64.0,8.0,0.0,0.0,1,2,0
87771.0,0,1,61,6,0,55,403,1957.0,20.0,2.5,1.0,1,0,1
33039.0,1,0,4,5,0,36,293,78.0,7.0,0.0,1.0,1,0,0
81741.0,0,0,75,2,0,34,378,1572.0,19.0,0.0,0.0,0,0,3
71499.0,0,1,12,4,0,43,369,795.0,26.0,0.0,1.0,1,1,3
62466.0,0,1,13,4,0,44,165,889.0,26.0,0.0,1.0,1,2,3
48799.0,0,1,9,3,0,51,236,331.0,15.0,0.0,1.0,0,1,2
52157.0,0,1,48,4,0,64,22,265.0,12.0,0.0,1.0,1,1,1
66565.0,0,1,80,8,0,52,571,1065.0,19.0,0.0,1.0,0,0,1
29298.0,1,1,60,5,0,63,295,11.0,4.0,0.0,2.0,1,1,1
47691.0,0,1,43,6,0,35,359,21.0,4.0,0.0,1.0,0,0,2
38200.0,1,1,19,7,0,44,569,17.0,4.0,0.0,2.0,1,0,0
44989.0,0,1,26,6,0,40,655,369.0,16.0,0.0,1.0,1,0,0
38443.0,1,1,58,7,0,46,153,38.0,6.0,0.0,2.0,1,1,0
38593.0,1,0,42,8,0,36,289,177.0,11.0,0.0,1.0,0,2,2
64413.0,0,1,27,5,0,44,332,279.0,12.0,0.0,1.0,1,1,3
36959.0,1,0,56,8,0,33,270,62.0,7.0,0.0,1.0,1,1,0
61996.0,0,1,27,5,0,37,514,1230.0,21.0,2.5,1.0,1,1,3
51287.0,1,1,10,7,0,46,89,182.0,11.0,0.0,2.0,1,0,0
13260.0,1,1,48,8,0,44,310,49.0,10.0,0.0,2.0,1,0,0
47472.0,1,1,39,5,0,48,286,75.0,8.0,0.0,2.0,1,1,1
54603.0,1,1,85,7,0,58,355,227.0,16.0,0.0,2.0,1,1,1
45207.0,1,1,64,6,0,40,596,215.0,15.0,1.0,2.0,1,1,0
40689.0,0,1,69,8,0,63,468,444.0,20.0,0.0,1.0,1,0,1
47821.0,1,1,54,8,0,47,252,47.0,5.0,0.0,2.0,1,2,0
27450.0,0,0,57,7,0,63,440,143.0,7.0,0.0,0.0,1,1,1
39453.0,1,0,64,6,0,31,87,55.0,7.0,0.0,1.0,1,0,0
26850.0,1,1,10,4,0,43,72,63.0,11.0,0.0,2.0,1,2,0
79800.0,0,0,65,3,0,59,644,1867.0,22.0,2.5,0.0,0,0,1
61794.0,0,1,74,2,0,53,288,611.0,20.0,0.0,1.0,1,1,1
53863.0,0,1,4,7,0,59,43,473.0,18.0,1.0,1.0,1,0,1
24221.0,0,0,94,4,0,55,313,55.0,6.0,0.0,0.0,1,0,0
39684.0,1,0,41,7,0,30,625,81.0,7.0,1.0,1.0,0,1,2
92163.0,0,0,25,2,0,39,564,2086.0,21.0,2.5,0.0,1,1,3
69882.0,0,0,94,1,0,49,231,1478.0,20.0,0.0,0.0,0,1,1
33178.0,1,0,9,4,0,37,150,49.0,5.0,0.0,1.0,1,0,0
59973.0,0,0,47,1,0,42,291,382.0,15.0,0.0,0.0,1,1,3
17459.0,1,0,12,7,0,39,283,69.0,9.0,1.0,1.0,1,1,0
23910.0,1,0,80,7,0,45,611,67.0,6.0,0.0,1.0,0,0,2
42169.0,1,1,20,8,0,45,253,30.0,6.0,0.0,2.0,1,1,0
26224.0,1,0,39,6,0,36,390,63.0,9.0,0.0,1.0,1,2,0
31089.0,1,0,57,8,0,33,681,79.0,10.0,0.0,1.0,1,0,0
30081.0,0,1,27,7,0,53,493,42.0,5.0,0.0,1.0,0,0,2
62807.0,0,1,83,5,0,54,667,819.0,23.0,0.0,1.0,1,0,1
72906.0,0,0,79,1,0,59,285,1151.0,17.0,0.0,0.0,0,0,1
61467.0,0,2,69,5,0,66,567,594.0,20.0,0.0,2.0,1,1,1
49618.0,1,1,77,7,0,48,519,129.0,11.0,0.0,2.0,1,1,1
21888.0,1,0,15,10,0,28,547,213.0,12.0,1.0,1.0,0,1,2
42429.0,0,1,99,5,0,41,138,67.0,7.0,0.0,1.0,0,0,2
26150.0,2,1,61,7,0,58,475,28.0,5.0,0.0,2.5,0,0,2
30801.0,0,1,23,7,0,39,611,45.0,6.0,0.0,1.0,1,2,0
81168.0,0,0,84,3,0,49,53,1193.0,18.0,1.0,0.0,1,0,3
26877.0,0,0,74,6,0,45,314,268.0,12.0,0.0,0.0,0,1,2
45006.0,0,0,90,3,0,70,346,266.0,12.0,0.0,0.0,0,1,1
18978.0,1,0,41,8,0,41,565,37.0,5.0,0.0,1.0,1,2,0
22574.0,2,1,28,7,0,47,244,37.0,7.0,0.0,2.5,1,0,0
48240.0,0,0,73,5,0,45,597,882.0,25.0,1.0,0.0,0,1,2
45837.0,1,1,88,7,0,40,338,373.0,18.0,0.0,2.0,1,0,0
35791.0,2,1,94,8,0,49,419,35.0,6.0,0.0,2.5,0,1,2
118350.5,1,1,31,1,0,38,391,107.0,1.0,0.0,2.0,1,1,3
54162.0,1,1,31,4,0,36,468,42.0,5.0,0.0,2.0,0,0,2
30522.0,0,1,6,2,0,54,681,326.0,17.0,0.0,1.0,1,1,0
54456.0,0,1,23,6,0,53,353,404.0,17.0,0.0,1.0,1,1,1
31632.0,0,0,92,7,0,43,350,95.0,6.0,0.0,0.0,0,0,2
72298.0,0,0,52,1,0,65,111,939.0,14.0,2.0,0.0,0,0,1
36975.0,1,0,50,7,0,36,183,33.0,5.0,0.0,1.0,0,2,2
72635.0,0,0,54,3,0,59,391,981.0,21.0,1.0,0.0,1,2,1
13624.0,1,0,93,6,0,38,525,36.0,7.0,0.0,1.0,1,0,0
84196.0,0,1,56,3,0,39,391,1237.0,20.0,0.0,1.0,0,0,3
70971.0,0,1,28,7,0,54,646,1825.0,34.0,1.0,1.0,1,0,1
34487.0,1,1,94,9,0,37,661,103.0,9.0,0.0,2.0,0,1,2
28769.0,1,0,76,9,0,37,558,191.0,12.0,0.0,1.0,0,0,2
69084.0,1,0,43,8,0,44,222,1586.0,25.0,0.0,1.0,1,1,3
65488.0,0,0,46,1,0,56,16,963.0,14.0,0.0,0.0,1,1,1
62466.0,0,1,13,4,0,44,165,889.0,26.0,0.0,1.0,1,2,3
32218.0,0,0,27,7,0,54,134,93.0,7.0,2.0,0.0,0,2,2
83917.0,0,0,12,3,0,41,437,1587.0,21.0,1.0,0.0,0,0,3
46102.0,2,1,3,7,0,52,111,16.0,4.0,0.0,2.5,0,0,2
84574.0,0,0,72,5,0,62,390,1375.0,32.0,0.0,0.0,0,0,1
56181.0,0,1,6,4,0,52,537,393.0,14.0,0.0,1.0,1,0,1
63120.0,0,1,53,7,0,64,639,1477.0,26.0,1.0,1.0,0,1,1
73691.0,0,1,58,2,0,43,235,1179.0,18.0,1.0,1.0,1,0,3
63381.0,0,1,78,2,0,54,632,1005.0,26.0,0.0,1.0,1,0,1
76140.0,0,0,57,2,0,66,47,1348.0,21.0,0.0,0.0,1,1,1
62859.0,0,1,37,6,0,55,546,1307.0,23.0,0.0,1.0,0,1,1
45906.0,0,1,20,5,0,50,418,486.0,15.0,1.0,1.0,0,0,2
77632.0,0,0,73,2,0,67,476,2252.0,13.0,2.5,0.0,1,1,1
46463.0,1,1,56,6,0,43,315,235.0,17.0,0.0,2.0,1,1,0
105471.0,0,0,36,3,0,44,524,1724.0,30.0,2.5,0.0,1,0,3
55282.0,1,0,9,4,0,44,198,235.0,11.0,0.0,1.0,0,1,2
78710.0,0,1,42,4,0,37,37,1092.0,28.0,0.0,1.0,1,1,3
66886.0,0,1,28,5,0,56,286,599.0,17.0,0.0,1.0,1,0,1
98777.0,0,0,23,1,0,54,132,2008.0,19.0,1.0,0.0,0,1,1
29103.0,1,0,38,9,0,29,671,48.0,6.0,0.0,1.0,1,0,0
67445.0,0,1,63,6,0,40,686,1174.0,32.0,0.0,1.0,1,0,3
50616.0,0,1,71,2,0,64,77,67.0,7.0,0.0,1.0,1,1,1
49431.0,0,1,9,8,0,59,695,365.0,15.0,0.0,1.0,0,0,1
118350.5,0,0,81,0,0,39,142,6.0,0.0,0.0,0.0,0,0,3
61278.0,0,1,87,6,0,61,176,165.0,10.0,0.0,1.0,1,0,1
26490.0,0,0,92,6,0,56,645,210.0,11.0,0.0,0.0,1,2,0
73059.0,0,1,36,4,0,67,302,1095.0,26.0,0.0,1.0,1,1,1
46734.0,1,2,86,6,0,48,251,223.0,12.0,1.0,2.5,0,1,2
56253.0,0,1,83,6,0,51,569,597.0,22.0,0.0,1.0,1,0,1
19986.0,1,0,74,7,0,29,227,22.0,4.0,0.0,1.0,1,0,0
58330.0,0,1,87,4,0,39,186,1064.0,24.0,0.0,1.0,0,0,2
25965.0,0,0,29,8,0,34,660,74.0,6.0,0.0,0.0,1,2,0
14661.0,0,0,88,6,0,58,544,26.0,5.0,0.0,0.0,1,1,0
18690.0,0,0,77,8,0,55,548,60.0,5.0,0.0,0.0,1,0,0
45068.0,0,1,25,7,0,40,409,20.0,4.0,0.0,1.0,1,1,0
21063.0,1,0,34,6,0,27,277,59.0,7.0,0.0,1.0,0,2,2
29187.0,1,0,43,8,0,46,416,34.0,5.0,0.0,1.0,1,1,0
54690.0,1,1,76,3,0,43,234,198.0,12.0,0.0,2.0,1,2,0
59304.0,0,1,81,5,0,50,335,1048.0,28.0,0.0,1.0,1,1,1
59247.0,0,2,87,6,0,52,233,574.0,21.0,0.0,2.0,0,1,1
66731.0,0,1,33,3,0,44,655,1029.0,17.0,0.0,1.0,0,0,3
77353.0,0,1,38,4,0,34,195,670.0,20.0,0.0,1.0,1,0,3
52614.0,0,1,63,8,0,39,575,990.0,16.0,0.0,1.0,0,1,2
26751.0,2,0,26,8,0,40,38,11.0,4.0,0.0,2.0,1,0,0
81300.0,0,1,17,5,0,51,607,1241.0,21.0,2.0,1.0,1,1,1
70337.0,0,0,75,1,0,35,178,576.0,17.0,0.0,0.0,0,0,3
36145.0,1,0,13,9,0,29,378,172.0,12.0,2.0,1.0,1,2,0
65295.0,0,0,19,2,0,34,188,664.0,20.0,0.0,0.0,0,1,3
68118.0,0,1,51,6,0,51,254,928.0,23.0,0.0,1.0,0,0,1
68743.0,0,0,81,7,0,47,668,2074.0,30.0,0.0,0.0,0,0,3
41039.0,0,0,32,8,0,32,339,467.0,15.0,0.0,0.0,1,2,0
